index,dataset,model,dropout,optim,lr,lr_scheduler,init,transform,noise_type,np,ns,folds,done,epochs,valid,test_acc,train_loss,validation_loss
0e8f3d956b3,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,intermediate,idn,np=0.3,ns=undefined,3,False,100,False,,,
e9e4c6a3bb4,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,default,idn,np=0.3,ns=undefined,3,False,100,False,,,
9c1aacd08cb,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,intermediate,idn,np=0.3,ns=undefined,3,False,100,False,,,
7e6adafd8bb,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,default,idn,np=0.4,ns=undefined,3,False,100,False,,,
e25bb7ecbe8,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,intermediate,idn,np=0.4,ns=undefined,3,False,100,False,,,
e002e63b116,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,default,idn,np=0.4,ns=undefined,3,False,100,False,,,
a2f09d7de65,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,intermediate,idn,np=0.4,ns=undefined,3,False,100,False,,,
7d683d3d6c6,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,default,idn,np=0.5,ns=undefined,3,False,100,False,,,
ce68db2d355,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,intermediate,idn,np=0.5,ns=undefined,3,False,100,False,,,
9119633b31c,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,default,idn,np=0.5,ns=undefined,3,False,100,False,,,
1bd4dc1c81c,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,intermediate,idn,np=0.5,ns=undefined,3,False,100,False,,,
e59de16f757,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,default,sym,np=0.1,ns=0.2,3,False,100,False,,,
88d535400c4,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,intermediate,sym,np=0.1,ns=0.2,3,False,100,False,,,
b393a8b0b17,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,default,sym,np=0.1,ns=0.2,3,False,100,False,,,
d83a3d6ff87,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,intermediate,sym,np=0.1,ns=0.2,3,False,100,False,,,
00acdd02f67,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,default,sym,np=0.1,ns=0.6,3,False,100,False,,,
d4fe72f981f,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,intermediate,sym,np=0.1,ns=0.6,3,False,100,False,,,
7fc957df41c,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,default,sym,np=0.1,ns=0.6,3,False,100,False,,,
4e173c30d79,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,intermediate,sym,np=0.1,ns=0.6,3,False,100,False,,,
525c3d52818,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,default,sym,np=0.2,ns=0.2,3,False,100,False,,,
cc54088cee6,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,intermediate,sym,np=0.2,ns=0.2,3,False,100,False,,,
c8fd6a6a700,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,default,sym,np=0.2,ns=0.2,3,False,100,False,,,
3d40cdfdc80,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,intermediate,sym,np=0.2,ns=0.2,3,False,100,False,,,
2ec5c937b0a,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,default,sym,np=0.2,ns=0.6,3,False,100,False,,,
3211c9a8159,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,intermediate,sym,np=0.2,ns=0.6,3,False,100,False,,,
a96b0145458,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,default,sym,np=0.2,ns=0.6,3,False,100,False,,,
7f625cb4c96,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,intermediate,sym,np=0.2,ns=0.6,3,False,100,False,,,
c80774bb36f,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,default,sym,np=0.3,ns=0.2,3,False,100,False,,,
e4770e7251f,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,intermediate,sym,np=0.3,ns=0.2,3,False,100,False,,,
dbd21c6e988,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,default,sym,np=0.3,ns=0.2,3,False,100,False,,,
d0b7ab41c31,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,intermediate,sym,np=0.3,ns=0.2,3,False,100,False,,,
73cfb0a58c5,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,default,sym,np=0.3,ns=0.6,3,False,100,False,,,
2503353120c,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,intermediate,sym,np=0.3,ns=0.6,3,False,100,False,,,
bd35a7b186f,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,default,sym,np=0.3,ns=0.6,3,False,100,False,,,
6873ecae2c4,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,intermediate,sym,np=0.3,ns=0.6,3,False,100,False,,,
d825bc74c51,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,default,sym,np=0.4,ns=0.2,3,False,100,False,,,
ba20be5ef17,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,intermediate,sym,np=0.4,ns=0.2,3,False,100,False,,,
65d4b693ef0,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,default,sym,np=0.4,ns=0.2,3,False,100,False,,,
e004d5927ee,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,intermediate,sym,np=0.4,ns=0.2,3,False,100,False,,,
e5f7fb32e68,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,default,sym,np=0.4,ns=0.6,3,False,100,False,,,
4dbd4029055,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,intermediate,sym,np=0.4,ns=0.6,3,False,100,False,,,
79f184a552a,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,default,sym,np=0.4,ns=0.6,3,False,100,False,,,
afabf2fb5e1,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,intermediate,sym,np=0.4,ns=0.6,3,False,100,False,,,
361ccdc4954,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,default,sym,np=0.5,ns=0.2,3,False,100,False,,,
1c08963aefd,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,intermediate,sym,np=0.5,ns=0.2,3,False,100,False,,,
93bc7ad60ba,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,default,sym,np=0.5,ns=0.2,3,False,100,False,,,
03017756262,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,intermediate,sym,np=0.5,ns=0.2,3,False,100,False,,,
dc82b58d4cd,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,default,sym,np=0.5,ns=0.6,3,False,100,False,,,
0bb84c6beb8,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,intermediate,sym,np=0.5,ns=0.6,3,False,100,False,,,
1d4f66aed38,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,default,sym,np=0.5,ns=0.6,3,False,100,False,,,
cd62e3b7b30,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,intermediate,sym,np=0.5,ns=0.6,3,False,100,False,,,
1aa2879ef87,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,default,asym,np=0.1,ns=0.2,3,False,100,False,,,
02fe8568279,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,intermediate,asym,np=0.1,ns=0.2,3,False,100,False,,,
40e4162b4c7,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,default,asym,np=0.1,ns=0.2,3,False,100,False,,,
e767691aca6,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,intermediate,asym,np=0.1,ns=0.2,3,False,100,False,,,
faa18054595,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,default,asym,np=0.1,ns=0.6,3,False,100,False,,,
f47b803378c,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,intermediate,asym,np=0.1,ns=0.6,3,False,100,False,,,
3362f56cb44,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,default,asym,np=0.1,ns=0.6,3,False,100,False,,,
7ea616d1326,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,intermediate,asym,np=0.1,ns=0.6,3,False,100,False,,,
a4f4d38dbf3,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,default,asym,np=0.2,ns=0.2,3,False,100,False,,,
5003b8aba7c,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,intermediate,asym,np=0.2,ns=0.2,3,False,100,False,,,
c68e1c61844,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,default,asym,np=0.2,ns=0.2,3,False,100,False,,,
89d3237d4b2,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,intermediate,asym,np=0.2,ns=0.2,3,False,100,False,,,
a1daf68c7a2,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,default,asym,np=0.2,ns=0.6,3,False,100,False,,,
68ece481f26,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,intermediate,asym,np=0.2,ns=0.6,3,False,100,False,,,
0514f3a02b4,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,default,asym,np=0.2,ns=0.6,3,False,100,False,,,
0c7ef78f516,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,intermediate,asym,np=0.2,ns=0.6,3,False,100,False,,,
39c28d06c95,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,default,asym,np=0.3,ns=0.2,3,False,100,False,,,
e6ba6b2f8bb,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,intermediate,asym,np=0.3,ns=0.2,3,False,100,False,,,
34ae5954664,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,default,asym,np=0.3,ns=0.2,3,False,100,False,,,
06305b27e9e,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,intermediate,asym,np=0.3,ns=0.2,3,False,100,False,,,
efbf6812011,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,default,asym,np=0.3,ns=0.6,3,False,100,False,,,
e5a8302d0af,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,intermediate,asym,np=0.3,ns=0.6,3,False,100,False,,,
f83e7b83f5a,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,default,asym,np=0.3,ns=0.6,3,False,100,False,,,
03b0a0036cf,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,intermediate,asym,np=0.3,ns=0.6,3,False,100,False,,,
554776b99c8,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,default,asym,np=0.4,ns=0.2,3,False,100,False,,,
6e41c83900d,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,intermediate,asym,np=0.4,ns=0.2,3,False,100,False,,,
50c63abda91,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,default,asym,np=0.4,ns=0.2,3,False,100,False,,,
689675e3ee5,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,intermediate,asym,np=0.4,ns=0.2,3,False,100,False,,,
b91c25683f2,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,default,asym,np=0.4,ns=0.6,3,False,100,False,,,
2b59b89b5e1,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,intermediate,asym,np=0.4,ns=0.6,3,False,100,False,,,
1ea1bc2d2e1,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,default,asym,np=0.4,ns=0.6,3,False,100,False,,,
8b30b3b0414,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,intermediate,asym,np=0.4,ns=0.6,3,False,100,False,,,
29d90131775,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,default,asym,np=0.5,ns=0.2,3,False,100,False,,,
25901ce5be1,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,intermediate,asym,np=0.5,ns=0.2,3,False,100,False,,,
871f1a154b4,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,default,asym,np=0.5,ns=0.2,3,False,100,False,,,
3650a17f3ee,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,intermediate,asym,np=0.5,ns=0.2,3,False,100,False,,,
642e6469d1c,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,default,asym,np=0.5,ns=0.6,3,False,100,False,,,
4fd4348bd69,cifar10,resnet18,drp=0,adam,lr=0.0001,none,pretrain,intermediate,asym,np=0.5,ns=0.6,3,False,100,False,,,
a9cd7716897,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,default,asym,np=0.5,ns=0.6,3,False,100,False,,,
905fe964098,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,pretrain,intermediate,asym,np=0.5,ns=0.6,3,False,100,False,,,
ee30c2b1819,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,default,idn,np=0.1,ns=undefined,3,False,100,False,,,
c8e9c7140e8,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,intermediate,idn,np=0.1,ns=undefined,3,False,100,False,,,
56993be0e23,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,default,idn,np=0.1,ns=undefined,3,False,100,False,,,
e2c9c01455a,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,intermediate,idn,np=0.1,ns=undefined,3,False,100,False,,,
0361cfa5796,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,default,idn,np=0.2,ns=undefined,3,False,100,False,,,
0e1501bcb07,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,intermediate,idn,np=0.2,ns=undefined,3,False,100,False,,,
d06a788106b,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,default,idn,np=0.2,ns=undefined,3,False,100,False,,,
a1173e216e8,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,intermediate,idn,np=0.2,ns=undefined,3,False,100,False,,,
1d761e39b29,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,default,idn,np=0.3,ns=undefined,3,False,100,False,,,
afc48e1a292,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,intermediate,idn,np=0.3,ns=undefined,3,False,100,False,,,
2e3aeec9ab3,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,default,idn,np=0.3,ns=undefined,3,False,100,False,,,
479732c908d,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,intermediate,idn,np=0.3,ns=undefined,3,False,100,False,,,
985b609fd9a,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,default,idn,np=0.4,ns=undefined,3,False,100,False,,,
8db4f95ac26,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,intermediate,idn,np=0.4,ns=undefined,3,False,100,False,,,
4587e29d8dd,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,default,idn,np=0.4,ns=undefined,3,False,100,False,,,
2c4367af6ed,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,intermediate,idn,np=0.4,ns=undefined,3,False,100,False,,,
94c4722dd1c,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,default,idn,np=0.5,ns=undefined,3,False,100,False,,,
d8f10e034c2,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,intermediate,idn,np=0.5,ns=undefined,3,False,100,False,,,
7f270ba2dd5,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,default,idn,np=0.5,ns=undefined,3,False,100,False,,,
1da26369e85,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,intermediate,idn,np=0.5,ns=undefined,3,False,100,False,,,
380cf0ad470,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,default,sym,np=0.1,ns=0.2,3,False,100,False,,,
3a2819a96fa,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,intermediate,sym,np=0.1,ns=0.2,3,False,100,False,,,
a78cbee68a0,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,default,sym,np=0.1,ns=0.2,3,False,100,False,,,
a6910b36363,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,intermediate,sym,np=0.1,ns=0.2,3,False,100,False,,,
558e6af4895,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,default,sym,np=0.1,ns=0.6,3,False,100,False,,,
c10c5812071,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,intermediate,sym,np=0.1,ns=0.6,3,False,100,False,,,
01a0f162646,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,default,sym,np=0.1,ns=0.6,3,False,100,False,,,
325926c9e63,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,intermediate,sym,np=0.1,ns=0.6,3,False,100,False,,,
75b58180b2e,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,default,sym,np=0.2,ns=0.2,3,False,100,False,,,
1292cb93515,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,intermediate,sym,np=0.2,ns=0.2,3,False,100,False,,,
64fc4fdb93e,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,default,sym,np=0.2,ns=0.2,3,False,100,False,,,
2d6f4e47ac2,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,intermediate,sym,np=0.2,ns=0.2,3,False,100,False,,,
a0b4973f78c,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,default,sym,np=0.2,ns=0.6,3,False,100,False,,,
487095aa400,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,intermediate,sym,np=0.2,ns=0.6,3,False,100,False,,,
8213937298b,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,default,sym,np=0.2,ns=0.6,3,False,100,False,,,
9e1391b625a,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,intermediate,sym,np=0.2,ns=0.6,3,False,100,False,,,
a35c76c5e01,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,default,sym,np=0.3,ns=0.2,3,False,100,False,,,
387aa251b90,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,intermediate,sym,np=0.3,ns=0.2,3,False,100,False,,,
83ab06a35a9,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,default,sym,np=0.3,ns=0.2,3,False,100,False,,,
fdfa6a0c107,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,intermediate,sym,np=0.3,ns=0.2,3,False,100,False,,,
70132c31128,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,default,sym,np=0.3,ns=0.6,3,False,100,False,,,
a7f2d50c59c,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,intermediate,sym,np=0.3,ns=0.6,3,False,100,False,,,
e83d8e2016b,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,default,sym,np=0.3,ns=0.6,3,False,100,False,,,
187078c2cdc,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,intermediate,sym,np=0.3,ns=0.6,3,False,100,False,,,
d495b68fc1c,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,default,sym,np=0.4,ns=0.2,3,False,100,False,,,
4da291d19a6,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,intermediate,sym,np=0.4,ns=0.2,3,False,100,False,,,
82033455ede,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,default,sym,np=0.4,ns=0.2,3,False,100,False,,,
b2c9e52bcb8,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,intermediate,sym,np=0.4,ns=0.2,3,False,100,False,,,
26d767fa9e9,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,default,sym,np=0.4,ns=0.6,3,False,100,False,,,
a6fa9ca3079,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,intermediate,sym,np=0.4,ns=0.6,3,False,100,False,,,
e74684aae47,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,default,sym,np=0.4,ns=0.6,3,False,100,False,,,
437d8359957,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,intermediate,sym,np=0.4,ns=0.6,3,False,100,False,,,
99afd5261ae,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,default,sym,np=0.5,ns=0.2,3,False,100,False,,,
69d6e4056d9,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,intermediate,sym,np=0.5,ns=0.2,3,False,100,False,,,
d6a03b8921c,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,default,sym,np=0.5,ns=0.2,3,False,100,False,,,
f2ecfefe71b,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,intermediate,sym,np=0.5,ns=0.2,3,False,100,False,,,
00527efe6cc,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,default,sym,np=0.5,ns=0.6,3,False,100,False,,,
6df755d2232,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,intermediate,sym,np=0.5,ns=0.6,3,False,100,False,,,
43e299484f2,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,default,sym,np=0.5,ns=0.6,3,False,100,False,,,
0043e5727a6,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,intermediate,sym,np=0.5,ns=0.6,3,False,100,False,,,
94bfe38160e,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,default,asym,np=0.1,ns=0.2,3,False,100,False,,,
c03a0747997,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,intermediate,asym,np=0.1,ns=0.2,3,False,100,False,,,
518f4e25824,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,default,asym,np=0.1,ns=0.2,3,False,100,False,,,
1a3de6dd336,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,intermediate,asym,np=0.1,ns=0.2,3,False,100,False,,,
a644e58d88f,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,default,asym,np=0.1,ns=0.6,3,False,100,False,,,
ced41d7e39b,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,intermediate,asym,np=0.1,ns=0.6,3,False,100,False,,,
fd376cbf0ea,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,default,asym,np=0.1,ns=0.6,3,False,100,False,,,
339579b38da,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,intermediate,asym,np=0.1,ns=0.6,3,False,100,False,,,
02f3c4d3cb8,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,default,asym,np=0.2,ns=0.2,3,False,100,False,,,
e43bed03bc5,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,intermediate,asym,np=0.2,ns=0.2,3,False,100,False,,,
12482dfd915,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,default,asym,np=0.2,ns=0.2,3,False,100,False,,,
2cc8ff48019,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,intermediate,asym,np=0.2,ns=0.2,3,False,100,False,,,
e0fb8b80898,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,default,asym,np=0.2,ns=0.6,3,False,100,False,,,
553fbf71af8,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,intermediate,asym,np=0.2,ns=0.6,3,False,100,False,,,
61facc41f4c,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,default,asym,np=0.2,ns=0.6,3,False,100,False,,,
f31b5ccbd2d,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,intermediate,asym,np=0.2,ns=0.6,3,False,100,False,,,
fec1ee66305,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,default,asym,np=0.3,ns=0.2,3,False,100,False,,,
d5ee13a1a6e,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,intermediate,asym,np=0.3,ns=0.2,3,False,100,False,,,
aa19c0bf996,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,default,asym,np=0.3,ns=0.2,3,False,100,False,,,
b687774c52d,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,intermediate,asym,np=0.3,ns=0.2,3,False,100,False,,,
453c241bf97,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,default,asym,np=0.3,ns=0.6,3,False,100,False,,,
29bc57d1feb,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,intermediate,asym,np=0.3,ns=0.6,3,False,100,False,,,
48f481aecb7,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,default,asym,np=0.3,ns=0.6,3,False,100,False,,,
4bd9e20a8bb,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,intermediate,asym,np=0.3,ns=0.6,3,False,100,False,,,
8eed6074780,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,default,asym,np=0.4,ns=0.2,3,False,100,False,,,
5fcca06455e,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,intermediate,asym,np=0.4,ns=0.2,3,False,100,False,,,
2b2f465c8b7,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,default,asym,np=0.4,ns=0.2,3,False,100,False,,,
e5d61cb5b62,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,intermediate,asym,np=0.4,ns=0.2,3,False,100,False,,,
5e9473ebde5,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,default,asym,np=0.4,ns=0.6,3,False,100,False,,,
30ae7dc6791,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,intermediate,asym,np=0.4,ns=0.6,3,False,100,False,,,
7ac5a06db6d,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,default,asym,np=0.4,ns=0.6,3,False,100,False,,,
10d4c210779,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,intermediate,asym,np=0.4,ns=0.6,3,False,100,False,,,
6a77aea0e5e,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,default,asym,np=0.5,ns=0.2,3,False,100,False,,,
fee3c63a66e,cifar10,resnet18,drp=0,adam,lr=0.0001,none,kaiming_normal,intermediate,asym,np=0.5,ns=0.2,3,False,100,False,,,
5a95dc6ccf8,cifar10,resnet18,drp=0.3,adam,lr=0.0001,none,kaiming_normal,default,asym,np=0.5,ns=0.2,3,False,100,False,,,
